word,pos
.,PUNCT
The,DET
average,ADJ
hearing,NOUN
loss,NOUN
for,ADP
speech,NOUN
frequencies,NOUN
was,VERB
about,ADV
10,NUM
dB,NOUN
after,ADP
prilocaine,NOUN
and,CCONJ
15,NUM
dB,NOUN
after,ADP
bupivacaine,NOUN
.,PUNCT
None,NOUN
of,ADP
the,DET
patients,NOUN
complained,VERB
of,ADP
subjective,ADJ
hearing,NOUN
loss,NOUN
.,PUNCT
A,DET
transient,ADJ
neurological,ADJ
deficit,NOUN
following,VERB
intrathecal,ADJ
injection,NOUN
of,ADP
1%,NUM
hyperbaric,ADJ
bupivacaine,NOUN
for,ADP
unilateral,ADJ
spinal,ADJ
anaesthesia,NOUN
.,PUNCT
We,PRON
describe,VERB
a,DET
case,NOUN
of,ADP
transient,ADJ
neurological,ADJ
deficit,NOUN
that,ADJ
occurred,VERB
after,ADP
unilateral,ADJ
spinal,ADJ
anaesthesia,NOUN
with,ADP
8,NUM
mg,NUM
of,ADP
1%,NUM
hyperbaric,ADJ
bupivacaine,NOUN
slowly,ADV
injected,VERB
through,ADP
a,DET
25-gauge,NUM
pencil,NOUN
-,PUNCT
point,NOUN
spinal,ADJ
needle,NOUN
.,PUNCT
The,DET
surgery,NOUN
and,CCONJ
anaesthesia,NOUN
were,VERB
uneventful,ADJ
",",PUNCT
but,CCONJ
3,NUM
days,NOUN
after,ADP
surgery,NOUN
",",PUNCT
the,DET
patient,NOUN
reported,VERB
an,DET
area,NOUN
of,ADP
hypoaesthesia,NOUN
over,ADP
L3-L4,PROPN
dermatomes,NOUN
of,ADP
the,DET
leg,NOUN
which,ADJ
had,VERB
been,VERB
operated,VERB
on,ADP
(,PUNCT
loss,NOUN
of,ADP
pinprick,NOUN
sensation,NOUN
),PUNCT
without,ADP
reduction,NOUN
in,ADP
muscular,ADJ
strength,NOUN
.,PUNCT
However,ADV
",",PUNCT
we,PRON
suggest,VERB
that,ADP
a,DET
low,ADJ
solution,NOUN
concentration,NOUN
should,VERB
be,VERB
preferred,VERB
for,ADP
unilateral,ADJ
spinal,ADJ
anaesthesia,NOUN
with,ADP
a,DET
hyperbaric,ADJ
anaesthetic,ADJ
solution,NOUN
(,PUNCT
if,ADP
pencil,NOUN
-,PUNCT
point,NOUN
needle,NOUN
and,CCONJ
slow,ADJ
injection,NOUN
rate,NOUN
are,VERB
employed,VERB
),PUNCT
",",PUNCT
in,ADP
order,NOUN
to,PART
minimize,VERB
the,DET
risk,NOUN
of,ADP
a,DET
localized,ADJ
high,ADJ
peak,NOUN
anaesthetic,ADJ
concentration,NOUN
",",PUNCT
which,ADJ
might,VERB
lead,VERB
to,ADP
a,DET
transient,ADJ
neurological,ADJ
deficit,NOUN
.,PUNCT
Pethidine,PROPN
-,PUNCT
associated,VERB
seizure,NOUN
in,ADP
a,DET
healthy,ADJ
adolescent,NOUN
receiving,VERB
pethidine,NOUN
for,ADP
postoperative,ADJ
pain,NOUN
control,NOUN
.,PUNCT
A,DET
healthy,ADJ
17-year,ADJ
-,PUNCT
old,ADJ
male,NOUN
received,VERB
standard,ADJ
intermittent,ADJ
doses,NOUN
of,ADP
pethidine,NOUN
via,ADP
a,DET
patient,NOUN
-,PUNCT
controlled,VERB
analgesia,NOUN
(,PUNCT
PCA,PROPN
),PUNCT
pump,NOUN
for,ADP
management,NOUN
of,ADP
postoperative,ADJ
pain,NOUN
control,NOUN
.,PUNCT
postoperatively,ADV
he,PRON
developed,VERB
a,DET
brief,ADJ
self,NOUN
-,PUNCT
limited,ADJ
seizure,NOUN
.,PUNCT
Both,DET
plasma,NOUN
pethidine,NOUN
and,CCONJ
norpethidine,NOUN
were,VERB
elevated,VERB
in,ADP
the,DET
range,NOUN
associated,VERB
with,ADP
clinical,ADJ
manifestations,NOUN
of,ADP
central,ADJ
nervous,ADJ
system,NOUN
excitation,NOUN
.,PUNCT
No,DET
other,ADJ
risk,NOUN
factors,NOUN
for,ADP
CNS,PROPN
toxicity,NOUN
were,VERB
identified,VERB
.,PUNCT
This,DET
method,NOUN
allowed,VERB
frequent,ADJ
self,NOUN
-,PUNCT
dosing,NOUN
of,ADP
pethidine,NOUN
at,ADP
short,ADJ
time,NOUN
intervals,NOUN
and,CCONJ
rapid,ADJ
accumulation,NOUN
of,ADP
pethidine,NOUN
and,CCONJ
norpethidine,NOUN
.,PUNCT
The,DET
routine,ADJ
use,NOUN
of,ADP
pethidine,NOUN
via,ADP
PCA,PROPN
even,ADV
for,ADP
a,DET
brief,ADJ
postoperative,ADJ
analgesia,NOUN
should,VERB
be,VERB
reconsidered,VERB
.,PUNCT
Drug,NOUN
-,PUNCT
associated,VERB
acute,ADJ
-,PUNCT
onset,NOUN
vanishing,VERB
bile,NOUN
duct,NOUN
and,CCONJ
Stevens,PROPN
-,PUNCT
Johnson,PROPN
syndromes,VERB
in,ADP
a,DET
child,NOUN
.,PUNCT
Acute,PROPN
vanishing,VERB
bile,NOUN
duct,NOUN
syndrome,NOUN
is,VERB
a,DET
rare,ADJ
but,CCONJ
established,ADJ
cause,NOUN
of,ADP
progressive,ADJ
cholestasis,NOUN
in,ADP
adults,NOUN
",",PUNCT
is,VERB
most,ADV
often,ADV
drug,NOUN
or,CCONJ
toxin,NOUN
related,VERB
",",PUNCT
and,CCONJ
is,VERB
of,ADP
unknown,ADJ
pathogenesis,NOUN
.,PUNCT
Stevens,PROPN
-,PUNCT
Johnson,PROPN
syndrome,NOUN
is,VERB
a,DET
well,ADV
-,PUNCT
recognized,VERB
immune,ADJ
complex,ADJ
-,PUNCT
mediated,VERB
hypersensitivity,ADJ
reaction,NOUN
that,ADJ
affects,VERB
all,DET
age,NOUN
groups,NOUN
",",PUNCT
is,VERB
drug,NOUN
or,CCONJ
infection,NOUN
induced,VERB
",",PUNCT
and,CCONJ
has,VERB
classic,ADJ
systemic,ADJ
",",PUNCT
mucosal,NOUN
",",PUNCT
and,CCONJ
dermatologic,ADJ
manifestations,NOUN
.,PUNCT
A,DET
previously,ADV
healthy,ADJ
child,NOUN
who,NOUN
developed,VERB
acute,ADJ
",",PUNCT
severe,ADJ
",",PUNCT
rapidly,ADV
progressive,ADJ
vanishing,VERB
bile,NOUN
duct,NOUN
syndrome,NOUN
shortly,ADV
after,ADP
Stevens,PROPN
-,PUNCT
Johnson,PROPN
syndrome,NOUN
is,VERB
described,VERB
;,PUNCT
this,DET
was,VERB
temporally,ADV
associated,VERB
with,ADP
ibuprofen,NOUN
use,NOUN
.,PUNCT
Despite,ADP
therapy,NOUN
with,ADP
ursodeoxycholic,ADJ
acid,NOUN
",",PUNCT
prednisone,NOUN
",",PUNCT
and,CCONJ
then,ADV
tacrolimus,NOUN
",",PUNCT
her,ADJ
cholestatic,ADJ
disease,NOUN
was,VERB
unrelenting,ADJ
",",PUNCT
with,ADP
cirrhosis,NOUN
shown,VERB
by,ADP
biopsy,NOUN
6,NUM
months,NOUN
after,ADP
presentation,NOUN
.,PUNCT
This,DET
case,NOUN
documents,VERB
acute,ADJ
drug,NOUN
-,PUNCT
related,VERB
vanishing,VERB
bile,NOUN
duct,NOUN
syndrome,NOUN
in,ADP
the,DET
pediatric,ADJ
age,NOUN
group,NOUN
and,CCONJ
suggests,VERB
shared,VERB
immune,ADJ
mechanisms,NOUN
in,ADP
the,DET
pathogenesis,NOUN
of,ADP
both,DET
Stevens,PROPN
-,PUNCT
Johnson,PROPN
syndrome,NOUN
and,CCONJ
vanishing,VERB
bile,ADJ
duct,NOUN
syndrome,NOUN
.,PUNCT
High,ADJ
incidence,NOUN
of,ADP
primary,ADJ
pulmonary,ADJ
hypertension,NOUN
associated,VERB
with,ADP
appetite,NOUN
suppressants,NOUN
in,ADP
Belgium,PROPN
.,PUNCT
Primary,ADJ
pulmonary,ADJ
hypertension,NOUN
is,VERB
a,DET
rare,ADJ
",",PUNCT
progressive,ADJ
and,CCONJ
incurable,ADJ
disease,NOUN
",",PUNCT
which,ADJ
has,VERB
been,VERB
associated,VERB
with,ADP
the,DET
intake,NOUN
of,ADP
appetite,NOUN
suppressant,ADJ
drugs,NOUN
.,PUNCT
The,DET
importance,NOUN
of,ADP
this,DET
association,NOUN
was,VERB
evaluated,VERB
in,ADP
Belgium,PROPN
while,ADP
this,DET
country,NOUN
still,ADV
had,VERB
no,DET
restriction,NOUN
on,ADP
the,DET
prescription,NOUN
of,ADP
appetite,NOUN
suppressants,NOUN
.,PUNCT
Thirty,NUM
-,PUNCT
five,NUM
patients,NOUN
with,ADP
primary,ADJ
pulmonary,ADJ
hypertension,NOUN
and,CCONJ
85,NUM
matched,VERB
controls,NOUN
were,VERB
recruited,VERB
over,ADP
32,NUM
months,NOUN
(,PUNCT
1992,NUM
-,SYM
1994,NUM
),PUNCT
in,ADP
Belgium,PROPN
.,PUNCT
Exposure,NOUN
to,ADP
appetite,VERB
-,PUNCT
suppressants,NOUN
was,VERB
assessed,VERB
on,ADP
the,DET
basis,NOUN
of,ADP
hospital,NOUN
records,NOUN
and,CCONJ
standardized,ADJ
interview,NOUN
.,PUNCT
Twenty,NUM
-,PUNCT
three,NUM
of,ADP
the,DET
patients,NOUN
had,VERB
previously,ADV
taken,VERB
appetite,NOUN
suppressants,NOUN
",",PUNCT
mainly,ADV
fenfluramines,NOUN
",",PUNCT
as,ADP
compared,VERB
with,ADP
only,ADV
5,NUM
of,ADP
the,DET
controls,NOUN
(,PUNCT
66,NUM
versus,NOUN
6%,NUM
",",PUNCT
Five,NUM
patients,NOUN
died,VERB
before,ADP
the,DET
interview,NOUN
",",PUNCT
all,DET
of,ADP
them,PRON
had,VERB
taken,VERB
appetite,NOUN
suppressants,NOUN
.,PUNCT
In,ADP
8,NUM
patients,NOUN
the,DET
diagnosis,NOUN
of,ADP
primary,ADJ
pulmonary,ADJ
hypertension,NOUN
was,VERB
uncertain,ADJ
",",PUNCT
5,NUM
of,ADP
them,PRON
had,VERB
taken,VERB
appetite,NOUN
suppressants,NOUN
.,PUNCT
The,DET
patients,NOUN
who,NOUN
had,VERB
been,VERB
exposed,VERB
to,ADP
appetite,NOUN
suppressants,NOUN
tended,VERB
to,PART
be,VERB
on,ADP
average,ADJ
more,ADV
severely,ADV
ill,ADJ
",",PUNCT
and,CCONJ
to,PART
have,VERB
a,DET
shorter,ADJ
median,ADJ
delay,NOUN
between,ADP
onset,NOUN
of,ADP
symptoms,NOUN
and,CCONJ
diagnosis,NOUN
.,PUNCT
A,DET
policy,NOUN
of,ADP
unrestricted,ADJ
prescription,NOUN
of,ADP
appetite,NOUN
suppressants,NOUN
may,VERB
lead,VERB
to,ADP
a,DET
high,ADJ
incidence,NOUN
of,ADP
associated,VERB
primary,ADJ
pulmonary,ADJ
hypertension,NOUN
.,PUNCT
Intake,PROPN
of,ADP
appetite,NOUN
suppressants,NOUN
may,VERB
accelerate,VERB
the,DET
progression,NOUN
of,ADP
the,DET
disease,NOUN
.,PUNCT
Choreoathetoid,ADJ
movements,NOUN
associated,VERB
with,ADP
rapid,ADJ
adjustment,NOUN
to,ADP
methadone,NOUN
.,PUNCT
Choreatiform,PROPN
hyperkinesias,NOUN
are,VERB
known,VERB
to,PART
be,VERB
occasional,ADJ
movement,NOUN
abnormalities,NOUN
during,ADP
intoxications,NOUN
with,ADP
cocaine,NOUN
but,CCONJ
not,ADV
opiates,NOUN
.,PUNCT
This,DET
is,VERB
a,DET
case,NOUN
report,NOUN
of,ADP
euphoria,NOUN
and,CCONJ
choreoathetoid,ADJ
movements,NOUN
both,DET
transiently,ADV
induced,VERB
by,ADP
rapid,ADJ
adjustment,NOUN
to,ADP
the,DET
selective,ADJ
mu,NOUN
-,PUNCT
opioid,ADJ
receptor,NOUN
agonist,NOUN
methadone,NOUN
in,ADP
an,DET
inpatient,NOUN
previously,ADV
abusing,VERB
heroine,NOUN
and,CCONJ
cocaine,NOUN
.,PUNCT
Cocaine,NOUN
-,PUNCT
induced,VERB
mood,NOUN
disorder,NOUN
:,PUNCT
prevalence,NOUN
rates,NOUN
and,CCONJ
psychiatric,ADJ
symptoms,NOUN
in,ADP
an,DET
outpatient,ADJ
cocaine,NOUN
-,PUNCT
dependent,ADJ
sample,NOUN
.,PUNCT
This,DET
paper,NOUN
attempts,VERB
to,PART
examine,VERB
and,CCONJ
compare,VERB
prevalence,NOUN
rates,NOUN
and,CCONJ
symptom,NOUN
patterns,NOUN
of,ADP
DSM,PROPN
substance,NOUN
-,PUNCT
induced,VERB
and,CCONJ
other,ADJ
mood,NOUN
disorders,NOUN
.,PUNCT
243,NUM
cocaine,NOUN
-,PUNCT
dependent,ADJ
outpatients,NOUN
with,ADP
cocaine,NOUN
-,PUNCT
induced,VERB
mood,NOUN
disorder,NOUN
(,PUNCT
CIMD,PROPN
),PUNCT
",",PUNCT
other,ADJ
mood,NOUN
disorders,NOUN
",",PUNCT
or,CCONJ
no,DET
mood,NOUN
disorder,NOUN
were,VERB
compared,VERB
on,ADP
measures,NOUN
of,ADP
psychiatric,ADJ
symptoms,NOUN
.,PUNCT
The,DET
prevalence,NOUN
rate,NOUN
for,ADP
CIMD,PROPN
was,VERB
12%,NUM
at,ADP
baseline,NOUN
.,PUNCT
Introduction,NOUN
of,ADP
the,DET
DSM,PROPN
-,PUNCT
IV,PROPN
diagnosis,NOUN
of,ADP
CIMD,PROPN
did,VERB
not,ADV
substantially,ADV
affect,VERB
rates,NOUN
of,ADP
the,DET
other,ADJ
depressive,ADJ
disorders,NOUN
.,PUNCT
Patients,NOUN
with,ADP
CIMD,PROPN
had,VERB
symptom,NOUN
severity,NOUN
levels,NOUN
between,ADP
those,DET
of,ADP
patients,NOUN
with,ADP
and,CCONJ
without,ADP
a,DET
mood,NOUN
disorder,NOUN
.,PUNCT
These,DET
findings,NOUN
suggest,VERB
some,DET
validity,NOUN
for,ADP
the,DET
new,ADJ
DSM,PROPN
-,PUNCT
IV,PROPN
diagnosis,NOUN
of,ADP
CIMD,PROPN
",",PUNCT
but,CCONJ
also,ADV
suggest,VERB
that,ADP
it,PRON
requires,VERB
further,ADJ
specification,NOUN
and,CCONJ
replication,NOUN
.,PUNCT
Hemolysis,PROPN
of,ADP
human,ADJ
erythrocytes,NOUN
induced,VERB
by,ADP
tamoxifen,NOUN
is,VERB
related,VERB
to,ADP
disruption,NOUN
of,ADP
membrane,NOUN
structure,NOUN
.,PUNCT
Tamoxifen,PROPN
(,PUNCT
TAM,PROPN
),PUNCT
",",PUNCT
the,DET
antiestrogenic,ADJ
drug,NOUN
most,ADV
widely,ADV
prescribed,VERB
in,ADP
the,DET
chemotherapy,NOUN
of,ADP
breast,NOUN
cancer,NOUN
",",PUNCT
induces,VERB
changes,NOUN
in,ADP
normal,ADJ
discoid,ADJ
shape,NOUN
of,ADP
erythrocytes,NOUN
and,CCONJ
hemolytic,ADJ
anemia,NOUN
.,PUNCT
This,DET
work,NOUN
evaluates,VERB
the,DET
effects,NOUN
of,ADP
TAM,PROPN
on,ADP
isolated,ADJ
human,ADJ
erythrocytes,NOUN
",",PUNCT
attempting,VERB
to,PART
identify,VERB
the,DET
underlying,VERB
mechanisms,NOUN
on,ADP
TAM,PROPN
-,PUNCT
induced,VERB
hemolytic,ADJ
anemia,NOUN
and,CCONJ
the,DET
involvement,NOUN
of,ADP
biomembranes,NOUN
in,ADP
its,ADJ
cytostatic,ADJ
action,NOUN
mechanisms,NOUN
.,PUNCT
TAM,PROPN
induces,VERB
hemolysis,NOUN
of,ADP
erythrocytes,NOUN
as,ADP
a,DET
function,NOUN
of,ADP
concentration,NOUN
.,PUNCT
The,DET
extension,NOUN
of,ADP
hemolysis,NOUN
is,VERB
variable,ADJ
with,ADP
erythrocyte,NOUN
samples,NOUN
",",PUNCT
but,CCONJ
12.5,NUM
microM,PROPN
TAM,PROPN
induces,VERB
total,ADJ
hemolysis,NOUN
of,ADP
all,DET
tested,VERB
suspensions,NOUN
.,PUNCT
Despite,ADP
inducing,VERB
extensive,ADJ
erythrocyte,NOUN
lysis,NOUN
",",PUNCT
TAM,PROPN
does,VERB
not,ADV
shift,VERB
the,DET
osmotic,ADJ
fragility,NOUN
curves,NOUN
of,ADP
erythrocytes,NOUN
.,PUNCT
The,DET
hemolytic,ADJ
effect,NOUN
of,ADP
TAM,PROPN
is,VERB
prevented,VERB
by,ADP
low,ADJ
concentrations,NOUN
of,ADP
alpha,NOUN
-,PUNCT
tocopherol,NOUN
(,PUNCT
alpha,NOUN
-,PUNCT
T,NOUN
),PUNCT
and,CCONJ
alpha,NOUN
-,PUNCT
tocopherol,NOUN
acetate,NOUN
(,PUNCT
alpha,NOUN
-,PUNCT
TAc,PROPN
),PUNCT
(,PUNCT
inactivated,VERB
functional,ADJ
hydroxyl,NOUN
),PUNCT
indicating,VERB
that,ADP
TAM,PROPN
-,PUNCT
induced,VERB
hemolysis,NOUN
is,VERB
not,ADV
related,VERB
to,ADP
oxidative,ADJ
membrane,NOUN
damage,NOUN
.,PUNCT
This,DET
was,VERB
further,ADV
evidenced,VERB
by,ADP
absence,NOUN
of,ADP
oxygen,NOUN
consumption,NOUN
and,CCONJ
hemoglobin,NOUN
oxidation,NOUN
both,CCONJ
determined,VERB
in,ADP
parallel,ADJ
with,ADP
TAM,PROPN
-,PUNCT
induced,VERB
hemolysis,NOUN
.,PUNCT
Furthermore,ADV
",",PUNCT
it,PRON
was,VERB
observed,VERB
that,ADP
TAM,PROPN
inhibits,VERB
the,DET
peroxidation,NOUN
of,ADP
human,ADJ
erythrocytes,NOUN
induced,VERB
by,ADP
AAPH,PROPN
",",PUNCT
thus,ADV
ruling,VERB
out,PART
TAM,PROPN
-,PUNCT
induced,VERB
cell,NOUN
oxidative,ADJ
stress,NOUN
.,PUNCT
Hemolysis,NOUN
caused,VERB
by,ADP
TAM,PROPN
was,VERB
not,ADV
preceded,VERB
by,ADP
the,DET
leakage,NOUN
of,ADP
K(+,PROPN
),PUNCT
from,ADP
the,DET
cells,NOUN
",",PUNCT
also,ADV
excluding,VERB
a,DET
colloid,NOUN
-,PUNCT
osmotic,ADJ
type,NOUN
mechanism,NOUN
of,ADP
hemolysis,NOUN
",",PUNCT
according,VERB
to,ADP
the,DET
effects,NOUN
on,ADP
osmotic,ADJ
fragility,NOUN
curves,NOUN
.,PUNCT
However,ADV
",",PUNCT
TAM,PROPN
induces,VERB
release,NOUN
of,ADP
peripheral,ADJ
proteins,NOUN
of,ADP
membrane,NOUN
-,PUNCT
cytoskeleton,NOUN
and,CCONJ
cytosol,NOUN
proteins,NOUN
essentially,ADV
bound,VERB
to,PART
band,VERB
3,NUM
.,PUNCT
Either,ADV
alpha,NOUN
-,PUNCT
T,NOUN
or,CCONJ
alpha,NOUN
-,PUNCT
TAc,PROPN
increases,VERB
membrane,NOUN
packing,NOUN
and,CCONJ
prevents,VERB
TAM,PROPN
partition,NOUN
into,ADP
model,NOUN
membranes,NOUN
.,PUNCT
These,DET
effects,NOUN
suggest,VERB
that,ADP
the,DET
protection,NOUN
from,ADP
hemolysis,NOUN
by,ADP
tocopherols,NOUN
is,VERB
related,VERB
to,ADP
a,DET
decreased,ADJ
TAM,PROPN
incorporation,NOUN
in,ADP
condensed,VERB
membranes,NOUN
and,CCONJ
the,DET
structural,ADJ
damage,NOUN
of,ADP
the,DET
erythrocyte,NOUN
membrane,NOUN
is,VERB
consequently,ADV
avoided,VERB
.,PUNCT
Therefore,ADV
",",PUNCT
TAM,PROPN
-,PUNCT
induced,VERB
hemolysis,NOUN
results,NOUN
from,ADP
a,DET
structural,ADJ
perturbation,NOUN
of,ADP
red,ADJ
cell,NOUN
membrane,NOUN
",",PUNCT
leading,VERB
to,ADP
changes,NOUN
in,ADP
the,DET
framework,NOUN
of,ADP
the,DET
erythrocyte,NOUN
membrane,NOUN
and,CCONJ
its,ADJ
cytoskeleton,NOUN
caused,VERB
by,ADP
its,ADJ
high,ADJ
partition,NOUN
in,ADP
the,DET
membrane,NOUN
.,PUNCT
These,DET
defects,NOUN
explain,VERB
the,DET
abnormal,ADJ
erythrocyte,NOUN
shape,NOUN
and,CCONJ
decreased,VERB
mechanical,ADJ
stability,NOUN
promoted,VERB
by,ADP
TAM,PROPN
",",PUNCT
resulting,VERB
in,ADP
hemolytic,ADJ
anemia,NOUN
.,PUNCT
Additionally,ADV
",",PUNCT
since,ADP
membrane,NOUN
leakage,NOUN
is,VERB
a,DET
final,ADJ
stage,NOUN
of,ADP
cytotoxicity,NOUN
",",PUNCT
the,DET
disruption,NOUN
of,ADP
the,DET
structural,ADJ
characteristics,NOUN
of,ADP
biomembranes,NOUN
by,ADP
TAM,PROPN
may,VERB
contribute,VERB
to,ADP
the,DET
multiple,ADJ
mechanisms,NOUN
of,ADP
its,ADJ
anticancer,NOUN
action,NOUN
.,PUNCT
Changes,NOUN
of,ADP
sodium,NOUN
and,CCONJ
ATP,PROPN
affinities,NOUN
of,ADP
the,DET
cardiac,NOUN
(,PUNCT
Na,PROPN
",",PUNCT
K)-ATPase,PROPN
during,ADP
and,CCONJ
after,ADP
nitric,ADJ
oxide,NOUN
deficient,ADJ
hypertension,NOUN
.,PUNCT
In,ADP
the,DET
cardiovascular,NOUN
system,NOUN
",",PUNCT
NO,PROPN
is,VERB
involved,VERB
in,ADP
the,DET
regulation,NOUN
of,ADP
a,DET
variety,NOUN
of,ADP
functions,NOUN
.,PUNCT
Inhibition,NOUN
of,ADP
NO,DET
synthesis,NOUN
induces,VERB
sustained,ADJ
hypertension,NOUN
.,PUNCT
In,ADP
several,ADJ
models,NOUN
of,ADP
hypertension,NOUN
",",PUNCT
elevation,NOUN
of,ADP
intracellular,ADJ
sodium,NOUN
level,NOUN
was,VERB
documented,VERB
in,ADP
cardiac,ADJ
tissue,NOUN
.,PUNCT
To,PART
assess,VERB
the,DET
molecular,ADJ
basis,NOUN
of,ADP
disturbances,NOUN
in,ADP
transmembraneous,ADJ
transport,NOUN
of,ADP
Na+,PROPN
",",PUNCT
we,PRON
studied,VERB
the,DET
response,NOUN
of,ADP
cardiac,NOUN
(,PUNCT
Na,PROPN
",",PUNCT
K)-ATPase,PROPN
to,ADP
NO,PROPN
-,PUNCT
deficient,ADJ
hypertension,NOUN
induced,VERB
in,ADP
rats,NOUN
by,ADP
NO,PROPN
-,PUNCT
synthase,NOUN
inhibition,NOUN
with,ADP
40,NUM
mg,NUM
/,SYM
kg,NOUN
/,SYM
day,NOUN
N(G)-nitro,PROPN
-,PUNCT
L,PROPN
-,PUNCT
arginine,ADJ
methyl,NOUN
ester,NOUN
(,PUNCT
L,PROPN
-,PUNCT
NAME,PROPN
),PUNCT
for,ADP
4,NUM
four,NUM
weeks,NOUN
.,PUNCT
After,ADP
4-week,NUM
administration,NOUN
of,ADP
L,PROPN
-,PUNCT
NAME,PROPN
",",PUNCT
the,DET
systolic,ADJ
blood,NOUN
pressure,NOUN
(,PUNCT
SBP,PROPN
),PUNCT
increased,VERB
by,ADP
36%,NUM
.,PUNCT
When,ADV
activating,VERB
the,DET
(,PUNCT
Na,PROPN
",",PUNCT
K)-ATPase,PROPN
with,ADP
its,ADJ
substrate,NOUN
ATP,PROPN
",",PUNCT
no,DET
changes,NOUN
in,ADP
Km,PROPN
and,CCONJ
Vmax,PROPN
values,NOUN
were,VERB
observed,VERB
in,ADP
NO,PROPN
-,PUNCT
deficient,ADJ
rats,NOUN
.,PUNCT
During,ADP
activation,NOUN
with,ADP
Na+,PROPN
",",PUNCT
the,DET
Vmax,PROPN
remained,VERB
unchanged,ADJ
",",PUNCT
however,ADV
the,DET
K(Na,PROPN
),PUNCT
increased,VERB
by,ADP
50%,NUM
",",PUNCT
indicating,VERB
a,DET
profound,ADJ
decrease,NOUN
in,ADP
the,DET
affinity,NOUN
of,ADP
the,DET
Na+-binding,VERB
site,NOUN
in,ADP
NO,PROPN
-,PUNCT
deficient,ADJ
rats,NOUN
.,PUNCT
After,ADP
recovery,NOUN
from,ADP
hypertension,NOUN
",",PUNCT
the,DET
activity,NOUN
of,ADP
(,PUNCT
Na,PROPN
",",PUNCT
K)-ATPase,PROPN
increased,VERB
",",PUNCT
due,ADP
to,ADP
higher,ADJ
affinity,NOUN
of,ADP
the,DET
ATP,PROPN
-,PUNCT
binding,VERB
site,NOUN
",",PUNCT
as,ADP
revealed,VERB
from,ADP
the,DET
lowered,VERB
Km,PROPN
value,NOUN
for,ADP
ATP,PROPN
.,PUNCT
The,DET
K(Na,PROPN
),PUNCT
value,NOUN
for,ADP
Na+,PROPN
returned,VERB
to,PART
control,VERB
value,NOUN
.,PUNCT
Inhibition,NOUN
of,ADP
NO,PROPN
-,PUNCT
synthase,PROPN
induced,VERB
a,DET
reversible,ADJ
hypertension,NOUN
accompanied,VERB
by,ADP
depressed,ADJ
Na+-extrusion,NOUN
from,ADP
cardiac,ADJ
cells,NOUN
as,ADP
a,DET
consequence,NOUN
of,ADP
deteriorated,VERB
Na+-binding,VERB
properties,NOUN
of,ADP
the,DET
(,PUNCT
Na,PROPN
",",PUNCT
K)-ATPase,PROPN
.,PUNCT
After,ADP
recovery,NOUN
of,ADP
blood,NOUN
pressure,NOUN
to,PART
control,VERB
values,NOUN
",",PUNCT
the,DET
extrusion,NOUN
of,ADP
Na+,PROPN
from,ADP
cardiac,ADJ
cells,NOUN
was,VERB
normalized,ADJ
",",PUNCT
as,ADP
revealed,VERB
by,ADP
restoration,NOUN
of,ADP
the,DET
(,PUNCT
Na,PROPN
",",PUNCT
K)-ATPase,PROPN
activity,NOUN
.,PUNCT
Effects,NOUN
of,ADP
long,ADJ
-,PUNCT
term,NOUN
pretreatment,NOUN
with,ADP
isoproterenol,NOUN
on,ADP
bromocriptine,NOUN
-,PUNCT
induced,VERB
tachycardia,NOUN
in,ADP
conscious,ADJ
rats,NOUN
.,PUNCT
It,PRON
has,VERB
been,VERB
shown,VERB
that,ADP
bromocriptine,NOUN
-,PUNCT
induced,VERB
tachycardia,NOUN
",",PUNCT
which,ADJ
persisted,VERB
after,ADP
adrenalectomy,NOUN
",",PUNCT
is,VERB
(,PUNCT
i,PUNCT
),PUNCT
mediated,VERB
by,ADP
central,ADJ
dopamine,NOUN
D2,PROPN
receptor,NOUN
activation,NOUN
and,CCONJ
(,PUNCT
ii,PUNCT
),PUNCT
reduced,VERB
by,ADP
5-day,PROPN
isoproterenol,NOUN
pretreatment,NOUN
",",PUNCT
supporting,VERB
therefore,ADV
the,DET
hypothesis,NOUN
that,ADP
this,DET
effect,NOUN
is,VERB
dependent,ADJ
on,ADP
sympathetic,ADJ
outflow,NOUN
to,ADP
the,DET
heart,NOUN
.,PUNCT
This,DET
study,NOUN
was,VERB
conducted,VERB
to,PART
examine,VERB
whether,ADP
prolonged,VERB
pretreatment,NOUN
with,ADP
isoproterenol,NOUN
could,VERB
abolish,VERB
bromocriptine,NOUN
-,PUNCT
induced,VERB
tachycardia,NOUN
in,ADP
conscious,ADJ
rats,NOUN
.,PUNCT
Isoproterenol,ADJ
pretreatment,NOUN
for,ADP
15,NUM
days,NOUN
caused,VERB
cardiac,ADJ
hypertrophy,NOUN
without,ADP
affecting,VERB
baseline,NOUN
blood,NOUN
pressure,NOUN
and,CCONJ
heart,NOUN
rate,NOUN
.,PUNCT
In,ADP
control,NOUN
rats,NOUN
",",PUNCT
intravenous,ADJ
bromocriptine,NOUN
(,PUNCT
150,NUM
microg,NOUN
/,SYM
kg,NOUN
),PUNCT
induced,VERB
significant,ADJ
hypotension,NOUN
and,CCONJ
tachycardia,NOUN
.,PUNCT
Bromocriptine,PROPN
-,PUNCT
induced,VERB
hypotension,NOUN
was,VERB
unaffected,VERB
by,ADP
isoproterenol,NOUN
pretreatment,NOUN
",",PUNCT
while,ADP
tachycardia,NOUN
was,VERB
reversed,VERB
to,ADP
significant,ADJ
bradycardia,NOUN
",",PUNCT
an,DET
effect,NOUN
