word,label
cases,O
confirm,O
the,O
necessity,O
of,O
avoiding,O
alcohol,I-Entity
consumption,O
as,O
recommended,O
in,O
the,O
instructions,O
for,O
use,O
of,O
Dormex,I-Entity
and,O
of,O
preventing,O
cutaneous,O
contact,O
during,O
use,O
.,O
Repeated,O
trimipramine,I-Entity
induces,O
dopamine,I-Entity
D2/D3,O
and,O
alpha1-adrenergic,O
up,O
-,O
regulation,O
.,O
Trimipramine,I-Entity
(,O
TRI,I-Entity
),O
",",O
which,O
shows,O
a,O
clinical,O
antidepressant,I-Entity
activity,O
",",O
is,O
chemically,O
related,O
to,O
imipramine,I-Entity
but,O
does,O
not,O
inhibit,O
the,O
reuptake,O
of,O
noradrenaline,I-Entity
and,O
5-hydroxytryptamine,I-Entity
",",O
nor,O
does,O
it,O
induce,O
beta,O
-,O
adrenergic,O
down,O
-,O
regulation,O
.,O
The,O
mechanism,O
of,O
its,O
antidepressant,I-Entity
activity,O
is,O
still,O
unknown,O
.,O
The,O
aim,O
of,O
the,O
present,O
study,O
was,O
to,O
find,O
out,O
whether,O
TRI,I-Entity
given,O
repeatedly,O
was,O
able,O
to,O
induce,O
adaptive,O
changes,O
in,O
the,O
dopaminergic,O
and,O
alpha1-adrenergic,O
systems,O
",",O
demonstrated,O
by,O
us,O
previously,O
for,O
various,O
antidepressants,I-Entity
.,O
TRI,I-Entity
was,O
given,O
to,O
male,O
Wistar,O
rats,O
and,O
male,O
Albino,O
Swiss,O
mice,O
perorally,O
twice,O
daily,O
for,O
14,O
days,O
.,O
In,O
the,O
acute,O
experiment,O
TRI,I-Entity
(,O
given,O
i.p,O
.,O
),O
does,O
not,O
antagonize,O
the,O
reserpine,I-Entity
hypothermia,I-Entity
in,O
mice,O
and,O
does,O
not,O
potentiate,O
the,O
5-hydroxytryptophan,I-Entity
head,O
twitches,O
in,O
rats,O
.,O
TRI,I-Entity
given,O
repeatedly,O
to,O
rats,O
increases,O
the,O
locomotor,O
hyperactivity,I-Entity
induced,O
by,O
d,B-Entity
-,I-Entity
amphetamine,I-Entity
",",O
quinpirole,I-Entity
and,O
(,O
+,O
),O
-7-hydroxy,O
-,O
dipropyloaminotetralin,O
(,O
dopamine,I-Entity
D2,O
and,O
D3,O
effects,O
),O
.,O
The,O
stereotypies,O
induced,O
by,O
d,B-Entity
-,I-Entity
amphetamine,I-Entity
or,O
apomorphine,I-Entity
are,O
not,O
potentiated,O
by,O
TRI,I-Entity
.,O
It,O
increases,O
the,O
behaviour,O
stimulation,O
evoked,O
by,O
phenylephrine,I-Entity
(,O
given,O
intraventricularly,O
),O
in,O
rats,O
",",O
evaluated,O
in,O
the,O
open,O
field,O
test,O
as,O
well,O
as,O
the,O
aggressiveness,I-Entity
evoked,O
by,O
clonidine,I-Entity
in,O
mice,O
",",O
both,O
these,O
effects,O
being,O
mediated,O
by,O
an,O
alpha1-adrenergic,O
receptor,O
.,O
It,O
may,O
be,O
concluded,O
that,O
",",O
like,O
other,O
tricyclic,O
antidepressants,I-Entity
studied,O
previously,O
",",O
TRI,I-Entity
given,O
repeatedly,O
increases,O
the,O
responsiveness,O
of,O
brain,O
dopamine,I-Entity
D2,O
and,O
D3,O
(,O
locomotor,O
activity,O
but,O
not,O
stereotypy,O
),O
as,O
well,O
as,O
alpha1-adrenergic,O
receptors,O
to,O
their,O
agonists,O
.,O
A,O
question,O
arises,O
whether,O
the,O
reuptake,O
inhibition,O
is,O
of,O
any,O
importance,O
to,O
the,O
adaptive,O
changes,O
induced,O
by,O
repeated,O
antidepressants,I-Entity
",",O
suggested,O
to,O
be,O
responsible,O
for,O
the,O
antidepressant,I-Entity
activity,O
.,O
Ranitidine,I-Entity
-,O
induced,O
acute,O
interstitial,B-Entity
nephritis,I-Entity
in,O
a,O
cadaveric,O
renal,O
allograft,O
.,O
Ranitidine,I-Entity
frequently,O
is,O
used,O
for,O
preventing,O
peptic,O
ulceration,O
after,O
renal,O
transplantation,O
.,O
This,O
drug,O
occasionally,O
has,O
been,O
associated,O
with,O
acute,O
interstitial,B-Entity
nephritis,I-Entity
in,O
native,O
kidneys,O
.,O
We,O
report,O
a,O
case,O
of,O
ranitidine,I-Entity
-,O
induced,O
acute,O
interstitial,B-Entity
nephritis,I-Entity
in,O
a,O
recipient,O
of,O
a,O
cadaveric,O
renal,O
allograft,O
presenting,O
with,O
acute,O
allograft,O
dysfunction,O
within,O
48,O
hours,O
of,O
exposure,O
to,O
the,O
drug,O
.,O
Late,O
",",O
late,O
doxorubicin,I-Entity
cardiotoxicity,I-Entity
.,O
Cardiac,B-Entity
toxicity,I-Entity
is,O
a,O
major,O
complication,O
which,O
limits,O
the,O
use,O
of,O
adriamycin,I-Entity
as,O
a,O
chemotherapeutic,O
agent,O
.,O
Cardiomyopathy,I-Entity
is,O
frequent,O
when,O
the,O
total,O
dose,O
exceeds,O
600,O
mg,O
/,O
m2,O
and,O
occurs,O
within,O
one,O
to,O
six,O
months,O
after,O
cessation,O
of,O
therapy,O
.,O
A,O
patient,O
is,O
reported,O
who,O
developed,O
progressive,O
cardiomyopathy,I-Entity
two,O
and,O
one,O
-,O
half,O
years,O
after,O
receiving,O
580,O
mg,O
/,O
m2,O
which,O
apparently,O
represents,O
late,O
",",O
late,O
cardiotoxicity,I-Entity
.,O
Acetazolamide,I-Entity
-,O
induced,O
nephrolithiasis,I-Entity
:,O
implications,O
for,O
treatment,O
of,O
neuromuscular,B-Entity
disorders,I-Entity
.,O
Carbonic,O
anhydrase,O
inhibitors,O
can,O
cause,O
nephrolithiasis,I-Entity
.,O
We,O
studied,O
20,O
patients,O
receiving,O
long,O
-,O
term,O
carbonic,O
anhydrase,O
inhibitor,O
treatment,O
for,O
periodic,O
paralysis,I-Entity
and,O
myotonia,I-Entity
.,O
Three,O
patients,O
on,O
acetazolamide,I-Entity
(,O
15%,O
),O
developed,O
renal,B-Entity
calculi,I-Entity
.,O
Extracorporeal,O
lithotripsy,O
successfully,O
removed,O
a,O
renal,B-Entity
calculus,I-Entity
in,O
one,O
patient,O
and,O
surgery,O
removed,O
a,O
staghorn,O
calculus,I-Entity
in,O
another,O
",",O
permitting,O
continued,O
treatment,O
.,O
Nephrolithiasis,I-Entity
is,O
a,O
complication,O
of,O
acetazolamide,I-Entity
but,O
does,O
not,O
preclude,O
its,O
use,O
.,O
Is,O
the,O
treatment,O
of,O
scabies,I-Entity
hazardous,O
?,O
Treatment,O
for,O
scabies,I-Entity
is,O
usually,O
initiated,O
by,O
general,O
practitioners,O
;,O
most,O
consider,O
lindane,I-Entity
(,O
gamma,B-Entity
benzene,I-Entity
hexachloride,I-Entity
),O
the,O
treatment,O
of,O
choice,O
.,O
Lindane,I-Entity
is,O
also,O
widely,O
used,O
as,O
an,O
agricultural,O
and,O
industrial,O
pesticide,O
",",O
and,O
as,O
a,O
result,O
the,O
toxic,O
profile,O
of,O
this,O
insecticide,O
is,O
well,O
understood,O
.,O
Evidence,O
is,O
accumulating,O
that,O
lindane,I-Entity
can,O
be,O
toxic,B-Entity
to,I-Entity
the,I-Entity
central,I-Entity
nervous,I-Entity
system,I-Entity
and,O
may,O
be,O
associated,O
with,O
aplastic,B-Entity
anaemia,I-Entity
.,O
Preparations,O
containing,O
lindane,I-Entity
continue,O
to,O
be,O
sold,O
over,O
the,O
counter,O
and,O
may,O
represent,O
a,O
hazard,O
to,O
poorly,O
informed,O
patients,O
.,O
This,O
literature,O
review,O
suggests,O
that,O
general,O
practitioners,O
should,O
prescribe,O
scabicides,O
with,O
increased,O
caution,O
for,O
certain,O
at,O
-,O
risk,O
groups,O
",",O
and,O
give,O
adequate,O
warnings,O
regarding,O
potential,O
toxicity,I-Entity
.,O
Anaesthetists,O
',O
nightmare,O
:,O
masseter,B-Entity
spasm,I-Entity
after,O
induction,O
in,O
an,O
undiagnosed,O
case,O
of,O
myotonia,B-Entity
congenita,I-Entity
.,O
We,O
report,O
an,O
undiagnosed,O
case,O
of,O
myotonia,B-Entity
congenita,I-Entity
in,O
a,O
24-year,O
-,O
old,O
previously,O
healthy,O
primigravida,O
",",O
who,O
developed,O
life,O
threatening,O
masseter,B-Entity
spasm,I-Entity
following,O
a,O
standard,O
dose,O
of,O
intravenous,O
suxamethonium,I-Entity
for,O
induction,O
of,O
anaesthesia,O
.,O
Toxicity,I-Entity
in,O
rhesus,O
monkeys,O
following,O
administration,O
of,O
the,O
8-aminoquinoline,I-Entity
8-[(4-amino,B-Entity
-,I-Entity
l,I-Entity
-,I-Entity
methylbutyl)amino]-,I-Entity
5-(l,I-Entity
-,I-Entity
hexyloxy)-6-methoxy-4-methylquinoline,I-Entity
(,O
WR242511,I-Entity
),O
.,O
INTRODUCTION,O
:,O
Many,O
substances,O
that,O
form,O
methemoglobin,O
(,O
MHb,O
),O
effectively,O
counter,O
cyanide,O
(,O
CN,O
),O
toxicity,I-Entity
.,O
Although,O
MHb,O
formers,O
are,O
generally,O
applied,O
as,O
treatments,O
for,O
CN,O
poisoning,I-Entity
",",O
it,O
has,O
been,O
proposed,O
that,O
a,O
stable,O
",",O
long,O
-,O
acting,O
MHb,O
former,O
could,O
serve,O
as,O
a,O
CN,O
pretreatment,O
.,O
Using,O
this,O
rationale,O
",",O
the,O
8-aminoquinoline,I-Entity
WR242511,I-Entity
",",O
a,O
potent,O
long,O
-,O
lasting,O
MHb,O
former,O
in,O
rodents,O
and,O
beagle,O
dogs,O
",",O
was,O
studied,O
in,O
the,O
rhesus,O
monkey,O
for,O
advanced,O
development,O
as,O
a,O
potential,O
CN,O
pretreatment,O
.,O
METHODS,O
:,O
In,O
this,O
study,O
",",O
WR242511,I-Entity
was,O
administered,O
intravenously,O
(,O
IV,O
),O
in,O
2,O
female,O
and,O
4,O
male,O
rhesus,O
monkeys,O
in,O
doses,O
of,O
3.5,O
and/or,O
7.0,O
mg,O
/,O
kg,O
;,O
a,O
single,O
male,O
also,O
received,O
WR242511,I-Entity
orally,O
(,O
PO,O
),O
at,O
7.0,O
mg,O
/,O
kg,O
.,O
The,O
selected,O
doses,O
of,O
WR242511,I-Entity
",",O
which,O
produced,O
significant,O
methemoglobinemia,I-Entity
in,O
beagle,O
dogs,O
in,O
earlier,O
studies,O
conducted,O
elsewhere,O
",",O
produced,O
very,O
little,O
MHb,O
(,O
mean,O
<,O
2.0%,O
),O
in,O
the,O
rhesus,O
monkey,O
.,O
Furthermore,O
",",O
transient,O
hemoglobinuria,I-Entity
was,O
noted,O
approximately,O
60,O
minutes,O
postinjection,O
of,O
WR242511,I-Entity
(,O
3.5,O
or,O
7.0,O
mg,O
/,O
kg,O
),O
",",O
and,O
2,O
lethalities,O
occurred,O
(,O
one,O
IV,O
and,O
one,O
PO,O
),O
following,O
the,O
7.0,O
mg,O
/,O
kg,O
dose,O
.,O
Myoglobinuria,I-Entity
was,O
also,O
observed,O
following,O
the,O
7.0,O
mg,O
/,O
kg,O
dose,O
.,O
Histopathology,O
analyses,O
in,O
the,O
2,O
animals,O
that,O
died,O
revealed,O
liver,B-Entity
and,I-Entity
kidney,I-Entity
toxicity,I-Entity
",",O
with,O
greater,O
severity,O
in,O
the,O
orally,O
-,O
treated,O
animal,O
.,O
These,O
data,O
demonstrate,O
direct,O
and/or,O
indirect,O
drug,O
-,O
induced,O
toxicity,I-Entity
.,O
It,O
is,O
concluded,O
that,O
WR242511,I-Entity
should,O
not,O
be,O
pursued,O
as,O
a,O
pretreatment,O
for,O
CN,O
poisoning,I-Entity
unless,O
the,O
anti,O
-,O
CN,O
characteristics,O
of,O
this,O
compound,O
can,O
be,O
successfully,O
dissociated,O
from,O
those,O
producing,O
undesirable,O
toxicity,I-Entity
.,O
Neuroplasticity,O
of,O
the,O
adult,O
primate,O
auditory,O
cortex,O
following,O
cochlear,O
hearing,B-Entity
loss,I-Entity
.,O
The,O
purpose,O
of,O
this,O
study,O
was,O
to,O
determine,O
if,O
changes,O
occur,O
in,O
this,O
tonotopic,O
organization,O
following,O
cochlear,O
hearing,B-Entity
loss,I-Entity
.,O
Following,O
recovery,O
",",O
the,O
monkeys,O
were,O
selectively,O
deafened,O
for,O
high,O
frequencies,O
using,O
kanamycin,I-Entity
and,O
furosemide,I-Entity
.,O
The,O
region,O
of,O
cortex,O
that,O
represents,O
the,O
low,O
frequencies,O
was,O
not,O
obviously,O
affected,O
by,O
the,O
cochlear,O
hearing,B-Entity
loss,I-Entity
.,O
The,O
site,O
of,O
common,O
side,O
effects,O
of,O
sumatriptan,I-Entity
.,O
Atypical,B-Entity
sensations,I-Entity
following,O
the,O
use,O
of,O
subcutaneous,O
sumatriptan,I-Entity
are,O
common,O
",",O
but,O
of,O
uncertain,O
origin,O
.,O
Two,O
patients,O
are,O
presented,O
with,O
tingling,B-Entity
or,I-Entity
burning,I-Entity
sensations,I-Entity
limited,O
to,O
areas,O
of,O
heat,O
exposure,O
or,O
sunburn,I-Entity
.,O
Tremor,I-Entity
side,O
effects,O
of,O
salbutamol,I-Entity
",",O
quantified,O
by,O
a,O
laser,O
pointer,O
technique,O
.,O
OBJECTIVE,O
:,O
To,O
study,O
tremor,I-Entity
side,O
effects,O
of,O
salbutamol,I-Entity
an,O
easily,O
applicable,O
",",O
quick,O
and,O
low,O
-,O
priced,O
method,O
is,O
needed,O
.,O
METHODS,O
:,O
Tremor,I-Entity
was,O
measured,O
using,O
a,O
laser,O
pointer,O
technique,O
.,O
To,O
determine,O
sensitivity,O
we,O
assessed,O
tremor,I-Entity
in,O
44,O
patients,O
with,O
obstructive,B-Entity
lung,I-Entity
disease,I-Entity
after,O
administration,O
of,O
cumulative,O
doses,O
of,O
salbutamol,I-Entity
.,O
In,O
another,O
series,O
of,O
measurements,O
",",O
reproducibility,O
and,O
reference,O
values,O
of,O
the,O
tremor,I-Entity
was,O
assessed,O
in,O
65,O
healthy,O
subjects,O
in,O
three,O
sessions,O
",",O
at,O
9,O
a.m.,O
",",O
4,O
p.m.,O
and,O
9,O
a.m.,O
",",O
respectively,O
",",O
1,O
week,O
later,O
.,O
Postural,O
tremor,I-Entity
was,O
measured,O
with,O
the,O
arm,O
horizontally,O
outstretched,O
rest,O
tremor,I-Entity
with,O
the,O
arm,O
supported,O
by,O
an,O
armrest,O
and,O
finally,O
tremor,I-Entity
was,O
measured,O
after,O
holding,O
a,O
2-kg,O
weight,O
until,O
exhaustion,O
.,O
Tremor,I-Entity
was,O
measured,O
simultaneously,O
by,O
two,O
independent,O
observers,O
.,O
Salbutamol,I-Entity
significantly,O
increased,O
tremor,I-Entity
severity,O
in,O
patients,O
in,O
a,O
dose,O
-,O
dependent,O
way,O
.,O
There,O
was,O
no,O
agreement,O
between,O
the,O
questionnaire,O
and,O
tremor,I-Entity
severity,O
(,O
r,O
=,O
0.093,O
;,O
P,O
=,O
0.53,O
),O
.,O
Postural,O
tremor,I-Entity
showed,O
no,O
significant,O
difference,O
between,O
the,O
first,O
and,O
third,O
session,O
(,O
P,O
=,O
0.07,O
),O
.,O
Support,O
of,O
the,O
arm,O
decreased,O
tremor,I-Entity
severity,O
",",O
exhaustion,O
increased,O
tremor,I-Entity
severity,O
significantly,O
.,O
DISCUSSION,O
:,O
Quantifying,O
tremor,I-Entity
by,O
using,O
an,O
inexpensive,O
laser,O
pointer,O
is,O
",",O
with,O
the,O
exception,O
of,O
children,O
(,O
<,O
12,O
years,O
),O
a,O
sensitive,O
and,O
reproducible,O
method,O
.,O
Increased,O
frequency,O
of,O
venous,B-Entity
thromboembolism,I-Entity
with,O
the,O
combination,O
of,O
docetaxel,I-Entity
and,O
thalidomide,I-Entity
in,O
patients,O
with,O
metastatic,O
androgen,O
-,O
independent,O
prostate,B-Entity
cancer,I-Entity
.,O
STUDY,O
OBJECTIVE,O
:,O
To,O
evaluate,O
the,O
frequency,O
of,O
venous,B-Entity
thromboembolism,I-Entity
(,O
VTE,I-Entity
),O
in,O
patients,O
with,O
advanced,O
androgen,O
-,O
independent,O
prostate,B-Entity
cancer,I-Entity
who,O
were,O
treated,O
with,O
docetaxel,I-Entity
alone,O
or,O
in,O
combination,O
with,O
thalidomide,I-Entity
.,O
PATIENTS,O
:,O
Seventy,O
men,O
",",O
aged,O
50,O
-,O
80,O
years,O
",",O
with,O
advanced,O
androgen,O
-,O
independent,O
prostate,B-Entity
cancer,I-Entity
.,O
Each,O
patient,O
received,O
either,O
intravenous,O
docetaxel,I-Entity
30,O
mg,O
/,O
m2/week,O
for,O
3,O
consecutive,O
weeks,O
",",O
followed,O
by,O
1,O
week,O
off,O
",",O
or,O
the,O
combination,O
of,O
continuous,O
oral,O
thalidomide,I-Entity
200,O
mg,O
every,O
evening,O
plus,O
the,O
same,O
docetaxel,I-Entity
regimen,O
.,O
This,O
4-week,O
cycle,O
was,O
repeated,O
until,O
there,O
was,O
evidence,O
of,O
excessive,O
toxicity,I-Entity
or,O
disease,O
progression,O
.,O
MEASUREMENTS,O
AND,O
MAIN,O
RESULTS,O
:,O
None,O
of,O
23,O
patients,O
who,O
received,O
docetaxel,I-Entity
alone,O
developed,O
VTE,I-Entity
",",O
whereas,O
9,O
of,O
47,O
patients,O
(,O
19%,O
),O
who,O
received,O
docetaxel,I-Entity
plus,O
thalidomide,I-Entity
developed,O
VTE,I-Entity
(,O
p=0.025,O
),O
.,O
The,O
addition,O
of,O
thalidomide,I-Entity
to,O
docetaxel,I-Entity
in,O
the,O
treatment,O
of,O
prostate,B-Entity
cancer,I-Entity
significantly,O
increases,O
the,O
frequency,O
of,O
VTE,I-Entity
.,O
Clinicians,O
should,O
be,O
aware,O
of,O
this,O
potential,O
complication,O
when,O
adding,O
thalidomide,I-Entity
to,O
chemotherapeutic,O
regimens,O
.,O
Sublingual,O
absorption,O
of,O
the,O
quaternary,B-Entity
ammonium,I-Entity
antiarrhythmic,O
agent,O
",",O
UM-272,I-Entity
.,O
UM-272,I-Entity
(,O
N,B-Entity
",",I-Entity
N,I-Entity
-,I-Entity
dimethylpropranolol,I-Entity
),O
",",O
a,O
quaternary,O
antiarrhythmic,O
agent,O
",",O
was,O
administered,O
sublingually,O
to,O
dogs,O
with,O
ouabain,I-Entity
-,O
induced,O
ventricular,B-Entity
tachycardias,I-Entity
.,O
Sublingual,O
UM-272,I-Entity
converted,O
ventricular,B-Entity
tachycardia,I-Entity
to,O
sinus,O
rhythm,O
in,O
all,O
5,O
dogs,O
.,O
Severe,O
thrombocytopenia,I-Entity
and,O
haemolytic,B-Entity
anaemia,I-Entity
associated,O
with,O
ciprofloxacin,I-Entity
:,O
a,O
case,O
report,O
with,O
fatal,O
outcome,O
.,O
Haematological,O
adverse,O
reactions,O
associated,O
with,O
fatal,O
outcome,O
are,O
rare,O
during,O
treatment,O
with,O
ciprofloxacin,I-Entity
.,O
A,O
30-year,O
old,O
Caucasian,O
man,O
reported,O
with,O
abdominal,B-Entity
pain,I-Entity
and,O
jaundice,I-Entity
after,O
3-day,O
administration,O
of,O
oral,O
ciprofloxacin,I-Entity
for,O
a,O
suspect,O
of,O
urinary,B-Entity
tract,I-Entity
infection,I-Entity
.,O
Clinical,O
evaluations,O
suggested,O
an,O
initial,O
diagnosis,O
of,O
severe,O
thrombocytopenia,I-Entity
and,O
haemolysis,I-Entity
.,O
The,O
patient,O
progressively,O
developed,O
petechiae,I-Entity
and,O
purpura,I-Entity
on,O
thorax,O
and,O
lower,O
limbs,O
.,O
An,O
accurate,O
autopsy,O
revealed,O
most,O
organs,O
with,O
diffuse,O
petechial,O
haemorrhages,I-Entity
.,O
No,O
signs,O
of,O
bone,B-Entity
marrow,I-Entity
depression,I-Entity
were,O
found,O
.,O
No,O
thrombi,I-Entity
or,O
signs,O
of,O
microangiopathies,I-Entity
were,O
observed,O
in,O
arterial,O
vessels,O
.,O
This,O
case,O
report,O
shows,O
that,O
ciprofloxacin,I-Entity
may,O
precipitate,O
life,O
-,O
threatening,O
thrombocytopenia,I-Entity
and,O
haemolytic,B-Entity
anaemia,I-Entity
",",O
even,O
in,O
the,O
early,O
phases,O
of,O
treatment,O
and,O
without,O
apparent,O
previous,O
exposures,O
.,O
Simvastatin,I-Entity
-,O
induced,O
bilateral,O
leg,O
compartment,B-Entity
syndrome,I-Entity
and,O
myonecrosis,I-Entity
associated,O
with,O
hypothyroidism,I-Entity
.,O
A,O
54-year,O
-,O
old,O
hypothyroid,I-Entity
male,O
taking,O
thyroxine,I-Entity
and,O
simvastatin,I-Entity
presented,O
with,O
bilateral,O
leg,O
compartment,B-Entity
syndrome,I-Entity
and,O
myonecrosis,I-Entity
.,O
Urgent,O
fasciotomies,O
were,O
performed,O
and,O
the,O
patient,O
made,O
an,O
uneventful,O
recovery,O
with,O
the,O
withdrawal,O
of,O
simvastatin,I-Entity
.,O
It,O
is,O
likely,O
that,O
this,O
complication,O
will,O
be,O
seen,O
more,O
often,O
with,O
the,O
increased,O
worldwide,O
use,O
of,O
this,O
drug,O
and,O
its,O
approval,O
for,O
all,O
arteriopathic,I-Entity
patients,O
.,O
Bile,B-Entity
duct,I-Entity
hamartoma,I-Entity
occurring,O
in,O
association,O
with,O
long,O
-,O
term,O
treatment,O
with,O
danazol,I-Entity
.,O
We,O
report,O
a,O
case,O
of,O
bile,B-Entity
duct,I-Entity
hamartoma,I-Entity
which,O
developed,O
in,O
a,O
patient,O
who,O
had,O
been,O
on,O
long,O
-,O
term,O
danazol,I-Entity
treatment,O
.,O
If,O
the,O
patient,O
develops,O
a,O
liver,B-Entity
mass,I-Entity
",",O
because,O
of,O
non,O
-,O
specific,O
clinical,O
features,O
and,O
imaging,O
appearances,O
",",O
biopsy,O
may,O
be,O
the,O
only,O
way,O
to,O
achieve,O
a,O
definitive,O
diagnosis,O
.,O
Granulomatous,B-Entity
hepatitis,I-Entity
due,O
to,O
combination,B-Entity
of,I-Entity
amoxicillin,I-Entity
and,I-Entity
clavulanic,I-Entity
acid,I-Entity
.,O
We,O
report,O
the,O
case,O
of,O
a,O
patient,O
with,O
amoxicillin,B-Entity
-,I-Entity
clavulanic,I-Entity
acid,I-Entity
-,O
induced,O
hepatitis,I-Entity
with,O
histologic,O
multiple,O
granulomas,I-Entity
.,O
This,O
type,O
of,O
lesion,O
broadens,O
the,O
spectrum,O
of,O
liver,B-Entity
injury,I-Entity
due,O
to,O
this,O
drug,O
combination,O
",",O
mainly,O
represented,O
by,O
a,O
benign,O
cholestatic,B-Entity
syndrome,I-Entity
.,O
The,O
association,O
of,O
granulomas,I-Entity
and,O
eosinophilia,I-Entity
favor,O
an,O
immunoallergic,O
mechanism,O
.,O
As,O
penicillin,I-Entity
derivatives,O
and,O
amoxicillin,I-Entity
alone,O
are,O
known,O
to,O
induce,O
such,O
types,O
of,O
lesions,O
",",O
the,O
amoxicillin,I-Entity
component,O
",",O
with,O
or,O
without,O
a,O
potentiating,O
effect,O
of,O
clavulanic,B-Entity
acid,I-Entity
",",O
might,O
have,O
a,O
major,O
role,O
.,O
Intracranial,B-Entity
aneurysms,I-Entity
and,O
cocaine,B-Entity
abuse,I-Entity
:,O
analysis,O
of,O
prognostic,O
indicators,O
.,O
The,O
outcome,O
of,O
subarachnoid,B-Entity
hemorrhage,I-Entity
associated,O
with,O
cocaine,B-Entity
abuse,I-Entity
is,O
reportedly,O
poor,O
.,O
METHODS,O
:,O
A,O
review,O
of,O
admissions,O
during,O
a,O
6-year,O
period,O
revealed,O
14,O
patients,O
with,O
cocaine,I-Entity
-,O
related,O
aneurysms,I-Entity
.,O
This,O
group,O
was,O
compared,O
with,O
a,O
control,O
group,O
of,O
135,O
patients,O
with,O
ruptured,B-Entity
aneurysms,I-Entity
and,O
no,O
history,O
of,O
cocaine,B-Entity
abuse,I-Entity
.,O
Age,O
at,O
presentation,O
",",O
time,O
of,O
ictus,O
after,O
intoxication,O
",",O
Hunt,O
and,O
Hess,O
grade,O
of,O
subarachnoid,B-Entity
hemorrhage,I-Entity
",",O
size,O
of,O
the,O
aneurysm,I-Entity
",",O
location,O
of,O
the,O
aneurysm,I-Entity
",",O
and,O
the,O
Glasgow,O
Outcome,O
Scale,O
score,O
were,O
assessed,O
and,O
compared,O
.,O
In,O
patients,O
in,O
the,O
study,O
group,O
",",O
all,O
aneurysms,I-Entity
were,O
located,O
in,O
the,O
anterior,O
circulation,O
.,O
The,O
majority,O
of,O
these,O
aneurysms,I-Entity
were,O
smaller,O
than,O
those,O
of,O
the,O
control,O
group,O
(,O
8,O
+,O
/-,O
0.007,O
),O
were,O
significant,O
predictors,O
of,O
outcome,O
for,O
the,O
patients,O
with,O
cocaine,I-Entity
-,O
related,O
aneurysms,I-Entity
.,O
CONCLUSION,O
:,O
Cocaine,I-Entity
use,O
predisposed,O
aneurysmal,B-Entity
rupture,I-Entity
at,O
a,O
significantly,O
earlier,O
age,O
and,O
in,O
much,O
smaller,O
aneurysms,I-Entity
.,O
Anti,O
-,O
epileptic,I-Entity
drugs,O
-,O
induced,O
de,O
novo,O
absence,B-Entity
seizures,I-Entity
.,O
The,O
authors,O
present,O
three,O
patients,O
with,O
de,O
novo,O
absence,B-Entity
epilepsy,I-Entity
after,O
administration,O
of,O
carbamazepine,I-Entity
and,O
vigabatrin,I-Entity
.,O
Despite,O
the,O
underlying,O
diseases,O
",",O
the,O
prognosis,O
for,O
drug,O
-,O
induced,O
de,O
novo,O
absence,B-Entity
seizure,I-Entity
is,O
good,O
because,O
it,O
subsides,O
rapidly,O
after,O
discontinuing,O
the,O
use,O
of,O
the,O
offending,O
drugs,O
.,O
The,O
gamma,B-Entity
-,I-Entity
aminobutyric,I-Entity
acid,I-Entity
-,O
transmitted,O
thalamocortical,O
circuitry,O
accounts,O
for,O
a,O
major,O
part,O
of,O
the,O
underlying,O
neurophysiology,O
of,O
the,O
absence,B-Entity
epilepsy,I-Entity
.,O
Because,O
drug,O
-,O
induced,O
de,O
novo,O
absence,B-Entity
seizure,I-Entity
is,O
rare,O
",",O
pro,O
-,O
absence,O
drugs,O
can,O
only,O
be,O
considered,O
a,O
promoting,O
factor,O
.,O
The,O
underlying,O
epileptogenecity,O
of,O
the,O
patients,O
or,O
the,O
synergistic,O
effects,O
of,O
the,O
accompanying,O
drugs,O
is,O
required,O
to,O
trigger,O
the,O
de,O
novo,O
absence,B-Entity
seizure,I-Entity
.,O
The,O
possibility,O
of,O
drug,O
-,O
induced,O
aggravation,O
should,O
be,O
considered,O
whenever,O
an,O
unexpected,O
increase,O
in,O
seizure,I-Entity
frequency,O
and/or,O
new,O
seizure,I-Entity
types,O
appear,O
following,O
a,O
change,O
in,O
drug,O
treatment,O
.,O
By,O
understanding,O
the,O
underlying,O
mechanism,O
of,O
absence,B-Entity
epilepsy,I-Entity
",",O
we,O
can,O
avoid,O
the,O
inappropriate,O
use,O
of,O
anticonvulsants,O
in,O
children,O
with,O
epilepsy,I-Entity
and,O
prevent,O
drug,O
-,O
induced,O
absence,B-Entity
seizures,I-Entity
.,O
Procainamide,I-Entity
-,O
induced,O
polymorphous,O
ventricular,B-Entity
tachycardia,I-Entity
.,O
Seven,O
cases,O
of,O
procainamide,I-Entity
-,O
induced,O
polymorphous,O
ventricular,B-Entity
tachycardia,I-Entity
are,O
presented,O
.,O
In,O
four,O
patients,O
",",O
polymorphous,O
ventricular,B-Entity
tachycardia,I-Entity
appeared,O
after,O
intravenous,O
administration,O
of,O
200,O
to,O
400,O
mg,O
of,O
procainamide,I-Entity
for,O
the,O
treatment,O
of,O
sustained,O
ventricular,B-Entity
tachycardia,I-Entity
.,O
In,O
the,O
remaining,O
three,O
patients,O
",",O
procainamide,I-Entity
was,O
administered,O
orally,O
for,O
treatment,O
of,O
chronic,O
premature,B-Entity
ventricular,I-Entity
contractions,I-Entity
or,O
atrial,B-Entity
flutter,I-Entity
.,O
These,O
patients,O
had,O
Q,B-Entity
-,I-Entity
T,I-Entity
prolongation,I-Entity
